Date;Station;Puits;Numero Serie;Etat test;Defaut;Temps test;Sequence;Isolation Phase/Neutre;Isolation Phase/Neutre_Val;Isolation Phase/Neutre_Min;Isolation Phase/Neutre_Max;Resistance PullUp/Sens1;Resistance PullUp/Sens1_Val;Resistance PullUp/Sens1_Min;Resistance PullUp/Sens1_Max;Resistance PullUp/Sens2;Resistance PullUp/Sens2_Val;Resistance PullUp/Sens2_Min;Resistance PullUp/Sens2_Max;Isolation 5V/Masse;Isolation 5V/Masse_Val;Isolation 5V/Masse_Min;Isolation 5V/Masse_Max;Mesure tension DC 5V;Mesure tension DC 5V_Val;Mesure tension DC 5V_Min;Mesure tension DC 5V_Max;Mesure consommation DC repos;Mesure consommation DC repos_Val;Mesure consommation DC repos_Min;Mesure consommation DC repos_Max;Mesure tension DC 8.8V;Mesure tension DC 8.8V_Val;Mesure tension DC 8.8V_Min;Mesure tension DC 8.8V_Max;Mesure tension DC 5V;Mesure tension DC 5V_Val;Mesure tension DC 5V_Min;Mesure tension DC 5V_Max;Mesure consommation repos;Mesure consommation repos_Val;Mesure consommation repos_Min;Mesure consommation repos_Max;Frequence optique;Frequence optique_Val;Frequence optique_Min;Frequence optique_Max;Etat bas optique;Etat bas optique_Val;Etat bas optique_Min;Etat bas optique_Max;Etat haut optique;Etat haut optique_Val;Etat haut optique_Min;Etat haut optique_Max;Etat indéterminé optique;Etat indéterminé optique_Val;Etat indéterminé optique_Min;Etat indéterminé optique_Max;Mesure consommation moteur allumé en Sens1;Mesure consommation moteur allumé en Sens1_Val;Mesure consommation moteur allumé en Sens1_Min;Mesure consommation moteur allumé en Sens1_Max;Step Description;Step Description_Val;Step Description_Min;Step Description_Max;SensMoteurAttendu [In];Mesure consommation moteur éteint en sens 1;Mesure consommation moteur éteint en sens 1_Val;Mesure consommation moteur éteint en sens 1_Min;Mesure consommation moteur éteint en sens 1_Max;Step Description;Step Description_Val;Step Description_Min;Step Description_Max;Final Loop Index;Final Loop Index_Val;Final Loop Index_Min;Final Loop Index_Max;Mesure consommation moteur allumé en Sens2;Mesure consommation moteur allumé en Sens2_Val;Mesure consommation moteur allumé en Sens2_Min;Mesure consommation moteur allumé en Sens2_Max;Mesure consommation moteur éteint en sens 1;Mesure consommation moteur éteint en sens 1_Val;Mesure consommation moteur éteint en sens 1_Min;Mesure consommation moteur éteint en sens 1_Max;Mesure consommation repos multimètre 2;Mesure consommation repos multimètre 2_Val;Mesure consommation repos multimètre 2_Min;Mesure consommation repos multimètre 2_Max
2015/10/20 13:36:34;FRALS0SNRWS177;1;041552-01_G-15197KIT1KX42/;Failed;Isolation - Isolation Phase/Neutre | Mesure;23.046;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Failed;98999999999999993000000000000000000000.0;800000.0;2500000.0
2015/10/20 13:36:41;FRALS0SNRWS177;2;041552-01_G-15197KIT1KXXC/;Error;An exception occurred inside of the call to .NET member 'InitDevice';-17500, Operation Failed.];42.770;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1173723.0;800000.0;2500000.0;Passed;121036.5;110000.0;130000.0;Passed;121274.7;110000.0;130000.0;Passed;5007.9;4000.0;8000.0;Passed;4.994;4.750;5.250;Passed;0.010578;0.007000;0.013000
2015/10/20 13:38:53;FRALS0SNRWS177;2;041552-01_G-15197KIT1KX42/;Failed;Isolation - Isolation Phase/Neutre | Mesure;4.201;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Failed;98999999999999993000000000000000000000.0;800000.0;2500000.0
2015/10/20 13:43:10;FRALS0SNRWS177;2;041552-01_G-15197KIT1KXXC/;Error;An exception occurred inside of the call to .NET member 'InitDevice';-17500, Operation Failed.];27.582;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1175271.8;800000.0;2500000.0;Passed;121274.6;110000.0;130000.0;Passed;121364.4;110000.0;130000.0;Passed;5009.2;4000.0;8000.0;Passed;4.994;4.750;5.250;Passed;0.010567;0.007000;0.013000
2015/10/20 13:44:22;FRALS0SNRWS177;2;041552-01_G-15246KIT2EU31/;Error;An exception occurred inside of the call to .NET member 'InitDevice';-17500, Operation Failed.];15.890;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1303835.0;800000.0;2500000.0;Passed;121162.7;110000.0;130000.0;Passed;121550.7;110000.0;130000.0;Passed;5014.1;4000.0;8000.0;Passed;4.968;4.750;5.250;Passed;0.010646;0.007000;0.013000
2015/10/20 13:45:16;FRALS0SNRWS177;2;041552-01_G-15246KIT2EU31/;Error;An exception occurred inside of the call to .NET member 'InitDevice';-17500, Operation Failed.];19.658;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1257444.2;800000.0;2500000.0;Passed;129886.4;110000.0;130000.0;Passed;129427.7;110000.0;130000.0;Passed;5012.2;4000.0;8000.0;Passed;4.967;4.750;5.250;Passed;0.010628;0.007000;0.013000
2015/10/20 13:46:03;FRALS0SNRWS177;2;041552-01_G-15246KIT2EU31/;Error;An exception occurred inside of the call to .NET member 'InitDevice';-17500, Operation Failed.];20.434;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1317193.0;800000.0;2500000.0;Passed;120859.5;110000.0;130000.0;Passed;120944.4;110000.0;130000.0;Passed;5011.8;4000.0;8000.0;Passed;4.967;4.750;5.250;Passed;0.010548;0.007000;0.013000
2015/10/20 13:52:00;FRALS0SNRWS177;1;041552-01_G-15197KIT1KXXC/;Passed;;52.303;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1117302.2;800000.0;2500000.0;Passed;120182.7;110000.0;130000.0;Passed;120290.1;110000.0;130000.0;Passed;5011.9;4000.0;8000.0;Passed;4.995;4.750;5.250;Passed;0.010762;0.007000;0.013000;Passed;8.849;8.000;9.600;Passed;4.992;4.750;5.250;Passed;0.007909;0.006500;0.009500;Passed;53.46389584035;45;55;Passed;43.88481407339;38;61;Passed;56.07445272905;39;62;Passed;0.04073319755601;0;1;Passed;0.532012;0.450000;0.750000;{0.532012}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x5;0x3;0x5;1;Passed;0.008567;0.006000;0.010000;{0.008567}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512965;0.450000;0.750000;Passed;0.008092;0.006000;0.010000;Passed;0.008095;0.006000;0.010000
2015/10/20 17:28:08;FRALS0SNRWS177;2;041552-01_G-15292KIT2H93V/;Passed;;39.353;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1122482.2;800000.0;2500000.0;Passed;120650.8;110000.0;130000.0;Passed;120634.3;110000.0;130000.0;Passed;5010.7;4000.0;8000.0;Passed;4.989;4.750;5.250;Passed;0.010030;0.007000;0.013000;Passed;8.767;8.000;9.600;Passed;4.987;4.750;5.250;Passed;0.007787;0.006500;0.009500;Passed;51.88131121044;45;55;Passed;48.72832041796;38;61;Passed;51.22992592859;39;62;Passed;0.04175365344468;0;1;Passed;0.531610;0.450000;0.750000;{0.531610}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008508;0.006000;0.010000;{0.008508}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512019;0.450000;0.750000;Passed;0.008349;0.006000;0.010000;Passed;0.008347;0.006000;0.010000
2015/10/20 17:28:17;FRALS0SNRWS177;1;041552-01_G-15292KIT2H93T/;Passed;;54.470;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1125422.1;800000.0;2500000.0;Passed;119924.6;110000.0;130000.0;Passed;120104.1;110000.0;130000.0;Passed;5020.2;4000.0;8000.0;Passed;4.967;4.750;5.250;Passed;0.010724;0.007000;0.013000;Passed;8.793;8.000;9.600;Passed;4.964;4.750;5.250;Passed;0.008164;0.006500;0.009500;Passed;52.44635946559;45;55;Passed;47.07513678946;38;61;Passed;52.92486321054;39;62;Passed;0;0;1;Passed;0.531542;0.450000;0.750000;{0.531542}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x5;0x3;0x5;1;Passed;0.008441;0.006000;0.010000;{0.008441}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.511934;0.450000;0.750000;Passed;0.008388;0.006000;0.010000;Passed;0.008432;0.006000;0.010000
2015/10/20 17:29:14;FRALS0SNRWS177;2;041552-01_G-15292KIT2H93U/;Passed;;39.359;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1123363.9;800000.0;2500000.0;Passed;120703.6;110000.0;130000.0;Passed;120191.1;110000.0;130000.0;Passed;5026.9;4000.0;8000.0;Passed;4.971;4.750;5.250;Passed;0.010565;0.007000;0.013000;Passed;8.872;8.000;9.600;Passed;4.969;4.750;5.250;Passed;0.008253;0.006500;0.009500;Passed;51.28696300676;45;55;Passed;43.14208470058;38;61;Passed;56.77822264003;39;62;Passed;0.07969265938532;0;1;Passed;0.531955;0.450000;0.750000;{0.531955}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008582;0.006000;0.010000;{0.008582}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512518;0.450000;0.750000;Passed;0.007930;0.006000;0.010000;Passed;0.007944;0.006000;0.010000
2015/10/20 17:29:22;FRALS0SNRWS177;1;041552-01_G-15292KIT2H93S/;Passed;;54.834;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1120854.8;800000.0;2500000.0;Passed;119892.9;110000.0;130000.0;Passed;120017.2;110000.0;130000.0;Passed;5067.3;4000.0;8000.0;Passed;4.992;4.750;5.250;Passed;0.010787;0.007000;0.013000;Passed;8.830;8.000;9.600;Passed;4.988;4.750;5.250;Passed;0.007995;0.006500;0.009500;Passed;52.84774450233;45;55;Passed;46.21226774514;38;61;Passed;53.74740967422;39;62;Passed;0.04032258064516;0;1;Passed;0.530844;0.450000;0.750000;{0.530844}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008825;0.006000;0.010000;{0.008825}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512479;0.450000;0.750000;Passed;0.008177;0.006000;0.010000;Passed;0.008141;0.006000;0.010000
2015/10/20 17:30:26;FRALS0SNRWS177;2;041552-01_G-15292KIT2H93W/;Passed;;39.134;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1125399.6;800000.0;2500000.0;Passed;120949.3;110000.0;130000.0;Passed;121032.3;110000.0;130000.0;Passed;5009.5;4000.0;8000.0;Passed;4.964;4.750;5.250;Passed;0.010698;0.007000;0.013000;Passed;8.711;8.000;9.600;Passed;4.962;4.750;5.250;Passed;0.008085;0.006500;0.009500;Passed;52.59787669661;45;55;Passed;47.07646253668;38;61;Passed;52.92353746332;39;62;Passed;0;0;1;Passed;0.531482;0.450000;0.750000;{0.531482}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008573;0.006000;0.010000;{0.008573}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512514;0.450000;0.750000;Passed;0.008071;0.006000;0.010000;Passed;0.008077;0.006000;0.010000
2015/10/20 17:30:35;FRALS0SNRWS177;1;041552-01_G-15292KIT2H93X/;Passed;;54.563;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1130981.9;800000.0;2500000.0;Passed;120245.8;110000.0;130000.0;Passed;119893.9;110000.0;130000.0;Passed;5020.6;4000.0;8000.0;Passed;4.999;4.750;5.250;Passed;0.010867;0.007000;0.013000;Passed;8.898;8.000;9.600;Passed;4.996;4.750;5.250;Passed;0.007785;0.006500;0.009500;Passed;52.10092792461;45;55;Passed;41.65917868835;38;61;Passed;58.30145123291;39;62;Passed;0.03937007874016;0;1;Passed;0.530897;0.450000;0.750000;{0.530897}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008399;0.006000;0.010000;{0.008399}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512020;0.450000;0.750000;Passed;0.007922;0.006000;0.010000;Passed;0.007934;0.006000;0.010000
2015/10/20 17:31:45;FRALS0SNRWS177;2;041552-01_G-15292KIT2H941/;Passed;;39.304;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1121715.6;800000.0;2500000.0;Passed;119855.7;110000.0;130000.0;Passed;119957.0;110000.0;130000.0;Passed;5002.7;4000.0;8000.0;Passed;4.965;4.750;5.250;Passed;0.010591;0.007000;0.013000;Passed;8.868;8.000;9.600;Passed;4.963;4.750;5.250;Passed;0.008135;0.006500;0.009500;Passed;51.1800281527;45;55;Passed;42.53901922814;38;61;Passed;57.42065819121;39;62;Passed;0.04032258064516;0;1;Passed;0.532754;0.450000;0.750000;{0.532754}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008571;0.006000;0.010000;{0.008571}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512820;0.450000;0.750000;Passed;0.007821;0.006000;0.010000;Passed;0.007801;0.006000;0.010000
2015/10/20 17:31:53;FRALS0SNRWS177;1;041552-01_G-15292KIT2H93Z/;Passed;;55.076;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1125356.7;800000.0;2500000.0;Passed;120694.2;110000.0;130000.0;Passed;120073.9;110000.0;130000.0;Passed;5155.4;4000.0;8000.0;Passed;4.955;4.750;5.250;Passed;0.010792;0.007000;0.013000;Passed;8.859;8.000;9.600;Passed;4.951;4.750;5.250;Passed;0.007771;0.006500;0.009500;Passed;52.49955679953;45;55;Passed;45.70259538387;38;61;Passed;54.29740461613;39;62;Passed;0;0;1;Passed;0.530690;0.450000;0.750000;{0.530690}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008534;0.006000;0.010000;{0.008534}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512045;0.450000;0.750000;Passed;0.008181;0.006000;0.010000;Passed;0.008188;0.006000;0.010000
2015/10/20 17:33:54;FRALS0SNRWS177;2;041552-01_G-15292KIT2H940/;Passed;;39.508;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1126106.9;800000.0;2500000.0;Passed;120561.0;110000.0;130000.0;Passed;120607.8;110000.0;130000.0;Passed;5007.1;4000.0;8000.0;Passed;4.956;4.750;5.250;Passed;0.010482;0.007000;0.013000;Passed;8.796;8.000;9.600;Passed;4.954;4.750;5.250;Passed;0.008003;0.006500;0.009500;Passed;52.20539509451;45;55;Passed;48.24423879028;38;61;Passed;51.67074929722;39;62;Passed;0.08501191249729;0;1;Passed;0.531679;0.450000;0.750000;{0.531679}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x5;0x3;0x5;1;Passed;0.008518;0.006000;0.010000;{0.008518}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512644;0.450000;0.750000;Passed;0.007997;0.006000;0.010000;Passed;0.008001;0.006000;0.010000
2015/10/20 17:34:02;FRALS0SNRWS177;1;041552-01_G-15292KIT2H93Y/;Passed;;55.737;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1125926.9;800000.0;2500000.0;Passed;119937.8;110000.0;130000.0;Passed;120002.3;110000.0;130000.0;Passed;5036.5;4000.0;8000.0;Passed;5.002;4.750;5.250;Passed;0.009916;0.007000;0.013000;Passed;8.847;8.000;9.600;Passed;4.998;4.750;5.250;Passed;0.007811;0.006500;0.009500;Passed;52.51871189847;45;55;Passed;47.86184404159;38;61;Passed;52.13815595841;39;62;Passed;0;0;1;Passed;0.531040;0.450000;0.750000;{0.531040}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008408;0.006000;0.010000;{0.008408}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512226;0.450000;0.750000;Passed;0.007960;0.006000;0.010000;Passed;0.007981;0.006000;0.010000
2015/10/20 17:34:59;FRALS0SNRWS177;2;041552-01_G-15292KIT2H942/;Passed;;39.263;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1122175.1;800000.0;2500000.0;Passed;120201.6;110000.0;130000.0;Passed;120094.2;110000.0;130000.0;Passed;5026.0;4000.0;8000.0;Passed;4.965;4.750;5.250;Passed;0.010402;0.007000;0.013000;Passed;8.693;8.000;9.600;Passed;4.963;4.750;5.250;Passed;0.007681;0.006500;0.009500;Passed;51.25089050927;45;55;Passed;40.0262668157;38;61;Passed;59.85554529507;39;62;Passed;0.1181878892357;0;1;Passed;0.531518;0.450000;0.750000;{0.531518}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008375;0.006000;0.010000;{0.008375}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.513027;0.450000;0.750000;Passed;0.007918;0.006000;0.010000;Passed;0.007927;0.006000;0.010000
2015/10/20 17:35:48;FRALS0SNRWS177;2;041552-01_G-15292KIT2H93Y/;Passed;;43.288;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1128591.6;800000.0;2500000.0;Passed;121292.9;110000.0;130000.0;Passed;120214.5;110000.0;130000.0;Passed;5028.7;4000.0;8000.0;Passed;4.999;4.750;5.250;Passed;0.010524;0.007000;0.013000;Passed;8.849;8.000;9.600;Passed;4.997;4.750;5.250;Passed;0.008254;0.006500;0.009500;Passed;51.85294131575;45;55;Passed;47.62799409578;38;61;Passed;52.28884438328;39;62;Passed;0.0831615209395;0;1;Passed;0.531863;0.450000;0.750000;{0.531863}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008919;0.006000;0.010000;{0.008919}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.513058;0.450000;0.750000;Passed;0.008414;0.006000;0.010000;Passed;0.008418;0.006000;0.010000
2015/10/20 17:35:09;FRALS0SNRWS177;1;041552-01_G-15292KIT2H943/;Passed;;52.933;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1123232.3;800000.0;2500000.0;Passed;120081.3;110000.0;130000.0;Passed;120173.2;110000.0;130000.0;Passed;5631.3;4000.0;8000.0;Passed;4.952;4.750;5.250;Passed;0.010728;0.007000;0.013000;Passed;8.818;8.000;9.600;Passed;4.948;4.750;5.250;Passed;0.008094;0.006500;0.009500;Passed;53.3333535399;45;55;Passed;45.14954464061;38;61;Passed;54.80707141145;39;62;Passed;0.04338394793926;0;1;Passed;0.531592;0.450000;0.750000;{0.531592}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008921;0.006000;0.010000;{0.008921}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512409;0.450000;0.750000;Passed;0.008386;0.006000;0.010000;Passed;0.008377;0.006000;0.010000
2015/10/20 17:36:48;FRALS0SNRWS177;2;041552-01_G-15292KIT2H947/;Passed;;39.179;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1122823.6;800000.0;2500000.0;Passed;119933.4;110000.0;130000.0;Passed;119982.4;110000.0;130000.0;Passed;5002.3;4000.0;8000.0;Passed;4.939;4.750;5.250;Passed;0.010489;0.007000;0.013000;Passed;8.864;8.000;9.600;Passed;4.937;4.750;5.250;Passed;0.008116;0.006500;0.009500;Passed;52.62629885066;45;55;Passed;43.6347082749;38;61;Passed;56.3652917251;39;62;Passed;0;0;1;Passed;0.532100;0.450000;0.750000;{0.532100}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008693;0.006000;0.010000;{0.008693}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.513005;0.450000;0.750000;Passed;0.008085;0.006000;0.010000;Passed;0.008076;0.006000;0.010000
2015/10/20 17:36:56;FRALS0SNRWS177;1;041552-01_G-15292KIT2H945/;Passed;;55.226;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1128997.1;800000.0;2500000.0;Passed;120550.9;110000.0;130000.0;Passed;120059.3;110000.0;130000.0;Passed;5138.0;4000.0;8000.0;Passed;4.985;4.750;5.250;Passed;0.010617;0.007000;0.013000;Passed;8.905;8.000;9.600;Passed;4.982;4.750;5.250;Passed;0.007956;0.006500;0.009500;Passed;52.25351671054;45;55;Passed;46.97824695495;38;61;Passed;52.97770018162;39;62;Passed;0.04405286343612;0;1;Passed;0.530921;0.450000;0.750000;{0.530921}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008519;0.006000;0.010000;{0.008519}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512092;0.450000;0.750000;Passed;0.008071;0.006000;0.010000;Passed;0.008074;0.006000;0.010000
2015/10/20 17:37:58;FRALS0SNRWS177;2;041552-01_G-15292KIT2H944/;Passed;;39.506;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1122803.0;800000.0;2500000.0;Passed;120044.9;110000.0;130000.0;Passed;119988.8;110000.0;130000.0;Passed;4994.0;4000.0;8000.0;Passed;4.985;4.750;5.250;Passed;0.010175;0.007000;0.013000;Passed;8.840;8.000;9.600;Passed;4.983;4.750;5.250;Passed;0.008015;0.006500;0.009500;Passed;51.30408428171;45;55;Passed;39.13292611206;38;61;Passed;60.86707388794;39;62;Passed;0;0;1;Passed;0.531222;0.450000;0.750000;{0.531222}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008721;0.006000;0.010000;{0.008721}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.512742;0.450000;0.750000;Passed;0.008342;0.006000;0.010000;Passed;0.008366;0.006000;0.010000
